#timestamp [ns], p_RS_R_x [m], p_RS_R_y [m], p_RS_R_z [m], q_RS_w [], q_RS_x [], q_RS_y [], q_RS_z []
1520525804950115746,-0.0700863741,-0.1196218104,0.5959275584,0.8283393440,0.3172581451,-0.2500869737,0.3881465008
1520525804958448746,-0.0695925678,-0.1199282993,0.5962516920,0.8286388531,0.3167089053,-0.2506478640,0.3875935613
1520525804966781746,-0.0690530805,-0.1202731298,0.5965971588,0.8288742291,0.3160667410,-0.2508608658,0.3874766491
1520525804975115746,-0.0685105603,-0.1206228587,0.5969167746,0.8290607121,0.3153090122,-0.2510951158,0.3875432947
1520525804983448746,-0.0679983161,-0.1209792683,0.5972164370,0.8292678315,0.3148673855,-0.2513872750,0.3872697137
1520525804991781746,-0.0675290560,-0.1212970037,0.5974655604,0.8294840416,0.3145020817,-0.2517386070,0.3868750950
1520525805000115746,-0.0669956606,-0.1216793882,0.5977317541,0.8297716629,0.3140897754,-0.2521126620,0.3863493317
1520525805008448746,-0.0665239819,-0.1220353484,0.5979568250,0.8299655269,0.3136730316,-0.2520492982,0.3863128326
1520525805016782746,-0.0661488233,-0.1222979211,0.5980983542,0.8302177830,0.3134443339,-0.2519912935,0.3859941326
1520525805025115746,-0.0655986003,-0.1226881887,0.5983580453,0.8306071356,0.3128162152,-0.2522787553,0.3854779261
1520525805033448746,-0.0651333539,-0.1230719233,0.5985384785,0.8308726280,0.3126183991,-0.2526403987,0.3848288472
1520525805041782746,-0.0647391971,-0.1233769295,0.5986693543,0.8311933796,0.3121396442,-0.2523850604,0.3846923310
1520525805050115746,-0.0642888848,-0.1237645304,0.5988334586,0.8314908348,0.3118898048,-0.2521603298,0.3843994139
1520525805058448746,-0.0637856646,-0.1241786950,0.5990009432,0.8319561702,0.3112911959,-0.2524033766,0.3837176797
1520525805066781746,-0.0633558478,-0.1245106511,0.5991273715,0.8323563811,0.3108678095,-0.2523466000,0.3832300267
1520525805075115746,-0.0628784034,-0.1249302513,0.5992772490,0.8328838980,0.3101537604,-0.2524332978,0.3826048713
1520525805083448746,-0.0623700023,-0.1253144539,0.5994279931,0.8333803116,0.3093299731,-0.2524164492,0.3822017270
1520525805091781746,-0.0619423607,-0.1256509588,0.5994489739,0.8338456969,0.3090078485,-0.2524858957,0.3814005451
1520525805100115746,-0.0613728044,-0.1261819169,0.5996136980,0.8344469910,0.3077165675,-0.2527637970,0.3809451355
1520525805108448746,-0.0609747301,-0.1264495125,0.5995393223,0.8347013501,0.3079088828,-0.2527327777,0.3802524413
1520525805116781746,-0.0605107021,-0.1267779753,0.5995489711,0.8351977702,0.3074303036,-0.2532141003,0.3792280481
1520525805125115746,-0.0598202944,-0.1275088029,0.5997435546,0.8358863737,0.3053497939,-0.2537719258,0.3790188429
1520525805133448746,-0.0593850665,-0.1278612882,0.5997314997,0.8362907260,0.3049556327,-0.2540050667,0.3782873375
1520525805141782746,-0.0589330720,-0.1281965113,0.5996248070,0.8367381351,0.3047875349,-0.2539369250,0.3774783305
1520525805150115746,-0.0584337133,-0.1285506018,0.5995467804,0.8372778696,0.3042959625,-0.2544897218,0.3763040232
1520525805158448746,-0.0579164489,-0.1289621852,0.5994697288,0.8376878911,0.3038924945,-0.2545189438,0.3756972931
1520525805166782746,-0.0574017994,-0.1292565589,0.5993140014,0.8380658979,0.3035671173,-0.2543855739,0.3752073239
1520525805175115746,-0.0569319796,-0.1295422082,0.5991186409,0.8384786803,0.3034723427,-0.2544788543,0.3742974121
1520525805183448746,-0.0563944869,-0.1299597683,0.5989824329,0.8389241248,0.3032145031,-0.2548340472,0.3732651690
1520525805191781746,-0.0558916554,-0.1303117345,0.5987249945,0.8393428995,0.3032458274,-0.2546510026,0.3724222497
1520525805200115746,-0.0553964259,-0.1306581078,0.5985046258,0.8395814410,0.3036308938,-0.2545195375,0.3716599109
1520525805208448746,-0.0549223558,-0.1308947241,0.5982546998,0.8399290875,0.3036754616,-0.2545499444,0.3708162183
1520525805216781746,-0.0545268672,-0.1310600660,0.5979618071,0.8400201335,0.3045165155,-0.2544136074,0.3700129504
1520525805225115746,-0.0538596119,-0.1316101695,0.5977972830,0.8404042521,0.3040676988,-0.2546172786,0.3693691501
1520525805233448746,-0.0534036720,-0.1320049362,0.5974595686,0.8406391415,0.3044100724,-0.2545334293,0.3686096511
1520525805241781746,-0.0531480307,-0.1320742571,0.5970096212,0.8407036592,0.3053241385,-0.2543019036,0.3678655592
1520525805250115746,-0.0527483814,-0.1324048543,0.5966309018,0.8409570961,0.3057886384,-0.2541780738,0.3669849833
1520525805258448746,-0.0524970958,-0.1325077702,0.5961672696,0.8411713318,0.3067332229,-0.2540116119,0.3658191104
1520525805266782746,-0.0520911351,-0.1329287431,0.5957972415,0.8416492152,0.3067917433,-0.2543320461,0.3644456547
1520525805275115746,-0.0517225000,-0.1333328562,0.5954024214,0.8420124067,0.3070296122,-0.2543881300,0.3633656609
1520525805283448746,-0.0513198726,-0.1338557530,0.5950710350,0.8426069148,0.3067121213,-0.2545658728,0.3621290907
1520525805291782746,-0.0508710436,-0.1343476033,0.5947328163,0.8432002072,0.3063193924,-0.2546169910,0.3610429730
1520525805300115746,-0.0505658252,-0.1348007651,0.5943599681,0.8437718377,0.3061840354,-0.2548429850,0.3596602221
1520525805308448746,-0.0502412073,-0.1353321888,0.5939963286,0.8444009270,0.3056743806,-0.2547009074,0.3587167339
1520525805316781746,-0.0500080054,-0.1358459421,0.5935486352,0.8450561191,0.3055677273,-0.2558388592,0.3564477489
1520525805325115746,-0.0496689276,-0.1364194500,0.5931553877,0.8458294611,0.3047964465,-0.2562390366,0.3549833869
1520525805333448746,-0.0493208734,-0.1370987110,0.5928187154,0.8464161553,0.3042179937,-0.2564972713,0.3538929982
1520525805341781746,-0.0489849042,-0.1376650168,0.5924488851,0.8470039162,0.3037168677,-0.2567923048,0.3527012084
1520525805350115746,-0.0486916835,-0.1382185529,0.5920623026,0.8477013447,0.3029185765,-0.2572598600,0.3513689382
1520525805358448746,-0.0483986883,-0.1388576877,0.5917215430,0.8484028607,0.3020408211,-0.2574982589,0.3502550141
1520525805366781746,-0.0481635103,-0.1395759906,0.5913908502,0.8491892329,0.3014230590,-0.2580850682,0.3484449508
1520525805375115746,-0.0478243731,-0.1404086092,0.5911495629,0.8500604404,0.2997123912,-0.2583778249,0.3475782357
1520525805383448746,-0.0475763699,-0.1410730572,0.5907288063,0.8506202614,0.2995880007,-0.2585863555,0.3461579084
1520525805391782746,-0.0473189461,-0.1417766418,0.5905025069,0.8510965391,0.2991755442,-0.2584495447,0.3454453759
1520525805400115746,-0.0469954197,-0.1425281262,0.5901965703,0.8518647326,0.2983074747,-0.2583281084,0.3443918065
1520525805408448746,-0.0467416069,-0.1433799406,0.5899278734,0.8526087988,0.2974444035,-0.2588229683,0.3429223442
1520525805416782746,-0.0464664605,-0.1441191170,0.5896478887,0.8531424388,0.2970103297,-0.2588454708,0.3419530162
1520525805425115746,-0.0462256841,-0.1448257732,0.5893791003,0.8537671721,0.2964797152,-0.2589541846,0.3407698997
1520525805433448746,-0.0459966218,-0.1454431291,0.5891236705,0.8543061512,0.2964635124,-0.2589974070,0.3393975974
1520525805441781746,-0.0457908481,-0.1462051595,0.5888610680,0.8548419766,0.2964266433,-0.2588418236,0.3381972065
1520525805450115746,-0.0455883881,-0.1469376130,0.5885830270,0.8554445111,0.2963068238,-0.2589414056,0.3366991284
1520525805458448746,-0.0454287602,-0.1476329472,0.5883686172,0.8562398985,0.2956960382,-0.2592072098,0.3350055395
1520525805466781746,-0.0452239055,-0.1483767536,0.5881485484,0.8568550517,0.2950466524,-0.2590735074,0.3341074844
1520525805475115746,-0.0449530384,-0.1493218778,0.5880092910,0.8576140037,0.2942611342,-0.2584012889,0.3333727336
1520525805483448746,-0.0447160149,-0.1498635075,0.5877639832,0.8579239954,0.2946119016,-0.2586565492,0.3320648055
1520525805491781746,-0.0447899672,-0.1502702999,0.5873411722,0.8581965137,0.2960183214,-0.2588684332,0.3299379207
1520525805500115746,-0.0446267297,-0.1514653851,0.5873049092,0.8595139503,0.2942423456,-0.2580846765,0.3287088545
1520525805508448746,-0.0444898069,-0.1521573426,0.5871532945,0.8602966507,0.2938711948,-0.2580228884,0.3270375860
1520525805516782746,-0.0444025217,-0.1526971811,0.5867181245,0.8608636622,0.2943315636,-0.2579900984,0.3251519565
1520525805525115746,-0.0442027821,-0.1535954399,0.5867113345,0.8619285269,0.2935280088,-0.2584273675,0.3227008185
1520525805533448746,-0.0440691313,-0.1544519607,0.5865763138,0.8627770201,0.2927146461,-0.2581771237,0.3213697594
1520525805541782746,-0.0441124318,-0.1553163417,0.5864608485,0.8637974618,0.2919700499,-0.2580266458,0.3194208589
1520525805550115746,-0.0440974440,-0.1563686222,0.5864590768,0.8651818080,0.2904636002,-0.2575336592,0.3174393650
1520525805558448746,-0.0440676777,-0.1571968421,0.5864015332,0.8661626475,0.2893952328,-0.2578076782,0.3155120733
1520525805566781746,-0.0438634881,-0.1579417502,0.5863740578,0.8668512885,0.2888521266,-0.2586303453,0.3134384103
1520525805575115746,-0.0437669608,-0.1588308484,0.5863821208,0.8680212909,0.2873086484,-0.2585329300,0.3116945673
1520525805583448746,-0.0436397569,-0.1596997187,0.5862789946,0.8690027913,0.2866154229,-0.2586087455,0.3095274864
1520525805591781746,-0.0435515017,-0.1605777056,0.5863379920,0.8700717969,0.2853851346,-0.2578231998,0.3083141108
1520525805600115746,-0.0436394743,-0.1613792356,0.5861255146,0.8710816055,0.2847660015,-0.2577545326,0.3060845666
1520525805608448746,-0.0434404688,-0.1622263087,0.5861685249,0.8720327442,0.2839324314,-0.2575160298,0.3043464504
1520525805616781746,-0.0434174683,-0.1631001054,0.5861594321,0.8730033120,0.2832100712,-0.2560832257,0.3034446480
1520525805625115746,-0.0434549385,-0.1638507014,0.5862247552,0.8740542583,0.2819955475,-0.2564668406,0.3012182338
1520525805633448746,-0.0434796894,-0.1643141726,0.5860364206,0.8745820698,0.2824650496,-0.2560769143,0.2995735516
1520525805641782746,-0.0433076015,-0.1654938426,0.5862385452,0.8758346530,0.2803114865,-0.2562685482,0.2977676314
1520525805650115746,-0.0434220451,-0.1661839114,0.5861683615,0.8767512755,0.2794152549,-0.2567447991,0.2954935266
1520525805658448746,-0.0434542543,-0.1670134097,0.5862304475,0.8778523442,0.2781281497,-0.2565594883,0.2935936361
1520525805666782746,-0.0435100480,-0.1676554565,0.5861555154,0.8785528245,0.2779788294,-0.2562913882,0.2918688564
1520525805675115746,-0.0435378928,-0.1682964121,0.5861358709,0.8793668307,0.2771677473,-0.2561325043,0.2903242278
1520525805683448746,-0.0435703142,-0.1690900123,0.5862401266,0.8803221975,0.2758593880,-0.2556586442,0.2890900972
1520525805691781746,-0.0435428885,-0.1697355038,0.5862062628,0.8810742485,0.2750383270,-0.2555200371,0.2877005352
1520525805700115746,-0.0437395216,-0.1703460479,0.5860862252,0.8818893875,0.2746858423,-0.2550262608,0.2859727304
1520525805708448746,-0.0438940270,-0.1711304075,0.5861668364,0.8829788209,0.2730660865,-0.2550933968,0.2840962393
1520525805716781746,-0.0439421256,-0.1715813064,0.5861351486,0.8836431778,0.2728220455,-0.2549987464,0.2823446567
1520525805725115746,-0.0440705838,-0.1722135809,0.5860584115,0.8843978935,0.2727258209,-0.2546264790,0.2804039028
1520525805733448746,-0.0441615601,-0.1727986291,0.5859834417,0.8850608003,0.2723389673,-0.2539919034,0.2792614899
1520525805741781746,-0.0442204174,-0.1735484216,0.5860801749,0.8859394740,0.2712534057,-0.2537182629,0.2777766752
1520525805750115746,-0.0443898340,-0.1742672174,0.5862106608,0.8868574068,0.2696659050,-0.2539045463,0.2762186109
1520525805758448746,-0.0445093755,-0.1749794710,0.5862175349,0.8877201163,0.2687761313,-0.2537346764,0.2744651168
1520525805766782746,-0.0446294991,-0.1756066909,0.5863204001,0.8885199141,0.2675611598,-0.2538055683,0.2729947278
1520525805775115746,-0.0447191618,-0.1761654533,0.5861712665,0.8891334323,0.2675676493,-0.2532200940,0.2715306182
1520525805783448746,-0.0448563145,-0.1767758941,0.5861958362,0.8899131265,0.2668461544,-0.2530334399,0.2698552118
1520525805791782746,-0.0450347196,-0.1773647453,0.5862037802,0.8907714585,0.2657411953,-0.2529030190,0.2682310362
1520525805800115746,-0.0452394691,-0.1779981435,0.5862754117,0.8917141357,0.2645123855,-0.2527908739,0.2664129729
1520525805808448746,-0.0453706616,-0.1786008320,0.5862875510,0.8924587467,0.2638012828,-0.2528942291,0.2645199000
1520525805816781746,-0.0455956889,-0.1791626042,0.5861966854,0.8932275533,0.2633121520,-0.2525086666,0.2627748502
1520525805825115746,-0.0457031228,-0.1796303664,0.5859998102,0.8937777721,0.2633661470,-0.2522915488,0.2610527554
1520525805833448746,-0.0459915381,-0.1801962643,0.5859706179,0.8947820249,0.2624603887,-0.2519312118,0.2588635486
1520525805841781746,-0.0461809313,-0.1807180915,0.5859762758,0.8954999424,0.2617307845,-0.2517631898,0.2572783431
1520525805850115746,-0.0465031696,-0.1814300390,0.5859989856,0.8965976364,0.2604702554,-0.2509760509,0.2554974485
1520525805858448746,-0.0467415756,-0.1819530184,0.5859159367,0.8973530825,0.2601251921,-0.2505996521,0.2535589560
1520525805866781746,-0.0469866607,-0.1824528023,0.5858218622,0.8981369321,0.2594892393,-0.2502341019,0.2517901511
1520525805875115746,-0.0472395032,-0.1829490714,0.5857296744,0.8988546382,0.2592885843,-0.2497642330,0.2498951726
1520525805883448746,-0.0474747525,-0.1834252965,0.5856803925,0.8996293572,0.2588280034,-0.2493465698,0.2479947025
1520525805891782746,-0.0478004726,-0.1838527978,0.5855489185,0.9004115443,0.2584162068,-0.2487584430,0.2461693563
1520525805900115746,-0.0481017792,-0.1842966804,0.5854278198,0.9011314978,0.2580847723,-0.2482726117,0.2443664956
1520525805908448746,-0.0483883769,-0.1847398985,0.5854095412,0.9018721148,0.2574569256,-0.2479031934,0.2426656687
1520525805916782746,-0.0486591291,-0.1851636829,0.5853728741,0.9025401298,0.2569695579,-0.2474896391,0.2411158207
1520525805925115746,-0.0489454259,-0.1855404843,0.5853329448,0.9031764119,0.2566700579,-0.2470625130,0.2394847908
1520525805933448746,-0.0492429690,-0.1858924915,0.5851514887,0.9037549526,0.2568564562,-0.2463847727,0.2377946391
1520525805941781746,-0.0495898068,-0.1863100089,0.5851403256,0.9045192122,0.2561161055,-0.2459961905,0.2360834799
1520525805950115746,-0.0499726414,-0.1867456805,0.5850849507,0.9052111849,0.2557736192,-0.2456803432,0.2341233337
1520525805958448746,-0.0502589533,-0.1871535760,0.5851153875,0.9058365556,0.2552967342,-0.2454105669,0.2325023993
1520525805966781746,-0.0506344076,-0.1874991738,0.5851402570,0.9066011825,0.2549088614,-0.2447950156,0.2305887435
1520525805975115746,-0.0509120330,-0.1879470296,0.5852005770,0.9072525273,0.2540580234,-0.2445134118,0.2292609081
1520525805983448746,-0.0512796281,-0.1883340988,0.5852499265,0.9079488616,0.2535377878,-0.2442368489,0.2273671403
1520525805991781746,-0.0516389982,-0.1887098233,0.5853434606,0.9086413345,0.2527112872,-0.2436806052,0.2261143367
1520525806000115746,-0.0520308219,-0.1890669691,0.5854303566,0.9094007511,0.2521083412,-0.2431123428,0.2243391337
1520525806008448746,-0.0523722239,-0.1895278693,0.5855373960,0.9101801984,0.2511410303,-0.2425808571,0.2228333843
1520525806016782746,-0.0526755186,-0.1899151844,0.5856433608,0.9108637171,0.2503820862,-0.2421200177,0.2213910495
1520525806025115746,-0.0531066723,-0.1903985065,0.5858589601,0.9118308081,0.2492586382,-0.2415689513,0.2192695839
1520525806033448746,-0.0534603570,-0.1908549285,0.5859817461,0.9126243464,0.2482763796,-0.2410060525,0.2176964039
1520525806041782746,-0.0538146869,-0.1912829246,0.5861319682,0.9133937688,0.2473542641,-0.2405594558,0.2160065726
1520525806050115746,-0.0541208370,-0.1917542487,0.5863003924,0.9141670969,0.2461926277,-0.2400821695,0.2145885851
1520525806058448746,-0.0545046012,-0.1923725852,0.5866102576,0.9151676976,0.2446067161,-0.2392058188,0.2131108067
1520525806066781746,-0.0548582028,-0.1928366769,0.5867838267,0.9159612707,0.2435522184,-0.2386671292,0.2115071369
1520525806075115746,-0.0552048866,-0.1932532219,0.5869641186,0.9167924491,0.2424663950,-0.2380208244,0.2098755340
1520525806083448746,-0.0555583125,-0.1937035161,0.5871489903,0.9176331706,0.2412325940,-0.2374282830,0.2082882865
1520525806091781746,-0.0559029141,-0.1942298624,0.5874253464,0.9185190242,0.2398255609,-0.2370681277,0.2064102842
1520525806100115746,-0.0561610560,-0.1944820573,0.5874536513,0.9189398895,0.2396120124,-0.2370239375,0.2048297246
1520525806108448746,-0.0565378092,-0.1948711423,0.5876320224,0.9197271526,0.2386576879,-0.2362492047,0.2032997445
1520525806116781746,-0.0565494886,-0.1953820103,0.5879416066,0.9202950431,0.2373851390,-0.2364256554,0.2020104919
1520525806125115746,-0.0568959564,-0.1958512468,0.5881725652,0.9210616886,0.2364300259,-0.2358501493,0.2003020612
1520525806133448746,-0.0572595277,-0.1962819469,0.5883694841,0.9218255950,0.2354895091,-0.2351354886,0.1987298808
1520525806141782746,-0.0577818472,-0.1966747974,0.5887230639,0.9226830972,0.2346397296,-0.2340724923,0.1970029640
1520525806150115746,-0.0581737117,-0.1970983650,0.5889859209,0.9235187181,0.2333078859,-0.2334142082,0.1954441483
1520525806158448746,-0.0584655920,-0.1975797807,0.5892795314,0.9242379134,0.2323954157,-0.2329535796,0.1936731265
1520525806166782746,-0.0588372058,-0.1979972557,0.5895482654,0.9250291399,0.2311284677,-0.2323089232,0.1921803476
1520525806175115746,-0.0590908490,-0.1983598006,0.5898828204,0.9257661870,0.2298737989,-0.2317412545,0.1908166516
1520525806183448746,-0.0594138459,-0.1987979949,0.5901639466,0.9264142735,0.2293059334,-0.2311020630,0.1891222335
1520525806191781746,-0.0597603601,-0.1991958610,0.5904217304,0.9271421332,0.2284748444,-0.2303177850,0.1875111417
1520525806200115746,-0.0602408269,-0.1999096212,0.5908758057,0.9283220655,0.2262682902,-0.2288483949,0.1861429979
1520525806208448746,-0.0605249708,-0.2001724037,0.5910896077,0.9289851959,0.2255177666,-0.2278675241,0.1849449490
1520525806216781746,-0.0607659502,-0.2006254061,0.5914075244,0.9297563930,0.2241609713,-0.2272541434,0.1834678801
1520525806225115746,-0.0610134903,-0.2009933740,0.5917154089,0.9305386777,0.2227336893,-0.2265832035,0.1820646170
1520525806233448746,-0.0611298776,-0.2009590992,0.5918521492,0.9308829949,0.2227955942,-0.2263003189,0.1805744685
1520525806241781746,-0.0615312921,-0.2014117591,0.5922541995,0.9319611511,0.2209464132,-0.2248664148,0.1790703517
1520525806250115746,-0.0617950421,-0.2017186484,0.5924515257,0.9326440405,0.2201770738,-0.2239571541,0.1775960108
1520525806258448746,-0.0620118005,-0.2020374447,0.5927924389,0.9333652363,0.2190850203,-0.2231180342,0.1762084910
1520525806266782746,-0.0621998787,-0.2023250880,0.5931270731,0.9340482699,0.2179039592,-0.2225664230,0.1747451899
1520525806275115746,-0.0624261380,-0.2025132154,0.5932300321,0.9347153036,0.2174588720,-0.2213985706,0.1732097374
1520525806283448746,-0.0625541215,-0.2027736038,0.5934590720,0.9353180605,0.2169038486,-0.2202545762,0.1721068503
1520525806291782746,-0.0626536165,-0.2029878482,0.5937124466,0.9359894198,0.2161963113,-0.2191733848,0.1707219621
1520525806300115746,-0.0628139612,-0.2031530258,0.5938592940,0.9366318459,0.2157342246,-0.2179950925,0.1692857618
1520525806308448746,-0.0629789918,-0.2033036843,0.5939661289,0.9372367860,0.2159013054,-0.2165478738,0.1675734215
1520525806316781746,-0.0630592900,-0.2035105466,0.5941149792,0.9378530963,0.2157386201,-0.2152093001,0.1660523252
1520525806325115746,-0.0630241441,-0.2037640009,0.5942987386,0.9385925627,0.2151695975,-0.2134631774,0.1648621166
1520525806333448746,-0.0630227947,-0.2039560405,0.5944292498,0.9391325884,0.2152729577,-0.2122627580,0.1631933108
1520525806341781746,-0.0628694829,-0.2039780766,0.5944981133,0.9394761811,0.2156185048,-0.2112081131,0.1621243303
1520525806350115746,-0.0630194758,-0.2042721802,0.5946177249,0.9403468427,0.2148523533,-0.2092157935,0.1606705741
1520525806358448746,-0.0628855030,-0.2043100532,0.5946524426,0.9407709738,0.2149405847,-0.2083377795,0.1592039246
1520525806366781746,-0.0628351476,-0.2044594603,0.5946924153,0.9413748904,0.2147944381,-0.2068176707,0.1578072117
1520525806375115746,-0.0628572899,-0.2045498025,0.5945874263,0.9420265569,0.2145406512,-0.2052408334,0.1563153075
1520525806383448746,-0.0626244822,-0.2053057442,0.5949954152,0.9431372401,0.2123342081,-0.2034075859,0.1550215613
1520525806391782746,-0.0627075418,-0.2049206379,0.5946043335,0.9434728571,0.2137940196,-0.2020438630,0.1527395251
1520525806400115746,-0.0626733862,-0.2051832021,0.5945443851,0.9441909581,0.2133995476,-0.2002847460,0.1511624564
1520525806408448746,-0.0627145280,-0.2057083334,0.5946077077,0.9453238993,0.2113479937,-0.1985006874,0.1493058209
1520525806416782746,-0.0626906038,-0.2055311225,0.5943664347,0.9458320244,0.2119625156,-0.1972706627,0.1468262890
1520525806425115746,-0.0626491299,-0.2056723497,0.5942892400,0.9465662438,0.2112320686,-0.1958308665,0.1450642306
1520525806433448746,-0.0626415224,-0.2058276452,0.5941754336,0.9472988133,0.2106452884,-0.1943641830,0.1430946721
1520525806441781746,-0.0627764014,-0.2060998965,0.5940846049,0.9482649195,0.2093622448,-0.1924287165,0.1411817341
1520525806450115746,-0.0628560064,-0.2062429503,0.5938618650,0.9491560994,0.2083681869,-0.1903503895,0.1394708820
1520525806458448746,-0.0628145667,-0.2063081921,0.5937714469,0.9499210256,0.2073117027,-0.1889806300,0.1376888689
1520525806466781746,-0.0628725062,-0.2064007786,0.5935884738,0.9507109619,0.2062851560,-0.1875110679,0.1357744480
1520525806475115746,-0.0629520818,-0.2065393007,0.5934301772,0.9514824827,0.2053161329,-0.1860887352,0.1337809905
1520525806483448746,-0.0629193048,-0.2066475479,0.5932737518,0.9521704055,0.2044585615,-0.1845836854,0.1322765230
1520525806491781746,-0.0630445857,-0.2067544841,0.5930525782,0.9529242679,0.2035133241,-0.1830923954,0.1303642642
1520525806500115746,-0.0631742158,-0.2068581659,0.5928515511,0.9537254438,0.2020714339,-0.1819565366,0.1283227662
1520525806508448746,-0.0633835933,-0.2069404897,0.5926094694,0.9545900614,0.2008996024,-0.1801647301,0.1262451365
1520525806516782746,-0.0635219413,-0.2069045699,0.5923241374,0.9552754173,0.2001628139,-0.1788223262,0.1241221200
1520525806525115746,-0.0635871799,-0.2069214061,0.5921662834,0.9560119602,0.1992018342,-0.1774004321,0.1220198667
1520525806533448746,-0.0637155162,-0.2070601229,0.5919331202,0.9567953713,0.1977109746,-0.1762670256,0.1199288272
1520525806541782746,-0.0639809422,-0.2071014328,0.5916817460,0.9576095575,0.1964820446,-0.1745020189,0.1180160454
1520525806550115746,-0.0642697164,-0.2070796633,0.5914182298,0.9583638146,0.1954626772,-0.1730201115,0.1157461948
1520525806558448746,-0.0646773357,-0.2071060415,0.5911210519,0.9591774261,0.1942920922,-0.1709584873,0.1140282589
1520525806566781746,-0.0650434468,-0.2070943793,0.5909193564,0.9598948147,0.1933075838,-0.1696171490,0.1116429380
1520525806575115746,-0.0653625888,-0.2070425852,0.5907731016,0.9606524302,0.1919598189,-0.1682021875,0.1095735390
1520525806583448746,-0.0657397603,-0.2069787194,0.5906208563,0.9613388721,0.1908656797,-0.1667972128,0.1075944010
1520525806591781746,-0.0662397064,-0.2068581336,0.5904291781,0.9620346542,0.1899871185,-0.1649195637,0.1058100015
1520525806600115746,-0.0666690841,-0.2067573073,0.5902851444,0.9626742166,0.1887771101,-0.1637055118,0.1040291348
1520525806608448746,-0.0671572059,-0.2066281403,0.5901485522,0.9632952289,0.1877141934,-0.1623540102,0.1023076681
1520525806616781746,-0.0675595355,-0.2064548000,0.5901045658,0.9638624308,0.1866706872,-0.1611695585,0.1007355076
1520525806625115746,-0.0679853178,-0.2062710652,0.5900374510,0.9643988144,0.1855816150,-0.1600291438,0.0994236596
1520525806633448746,-0.0683686150,-0.2060257521,0.5901092779,0.9649373266,0.1845734531,-0.1587659414,0.0980916512
1520525806641782746,-0.0687597276,-0.2058178959,0.5901806284,0.9654229336,0.1833750074,-0.1580506300,0.0967065891
1520525806650115746,-0.0693462983,-0.2054028461,0.5901162763,0.9659368067,0.1827662687,-0.1565082678,0.0952246742
1520525806658448746,-0.0697317125,-0.2051107155,0.5902017790,0.9664281661,0.1816593419,-0.1552970757,0.0943361092
1520525806666782746,-0.0701552123,-0.2049757966,0.5903552003,0.9670374955,0.1799810439,-0.1539511470,0.0935112319
1520525806675115746,-0.0705140875,-0.2046491966,0.5904787204,0.9674699006,0.1792199206,-0.1526647371,0.0926050192
1520525806683448746,-0.0709639262,-0.2043362146,0.5905121140,0.9679404869,0.1781536788,-0.1512928391,0.0919943337
1520525806691781746,-0.0713225445,-0.2039153595,0.5905796344,0.9683269830,0.1774374360,-0.1501708757,0.0911455893
1520525806700115746,-0.0717634168,-0.2036157365,0.5906650059,0.9687896484,0.1764044813,-0.1489627107,0.0902119006
1520525806708448746,-0.0721642023,-0.2033519395,0.5907810821,0.9692849793,0.1751084862,-0.1476855167,0.0895133232
1520525806716781746,-0.0725612658,-0.2031343760,0.5908961585,0.9697838417,0.1736770757,-0.1463830349,0.0890369629
1520525806725115746,-0.0730185902,-0.2029048665,0.5909500307,0.9702802442,0.1724202618,-0.1451202676,0.0881340401
1520525806733448746,-0.0733833844,-0.2026590685,0.5911352881,0.9708069246,0.1709879437,-0.1437306146,0.0873987908
1520525806741781746,-0.0737298524,-0.2024931616,0.5913423924,0.9713013902,0.1695013222,-0.1427231714,0.0864465583
1520525806750115746,-0.0741309989,-0.2022794394,0.5914944212,0.9718192451,0.1681034065,-0.1413720974,0.0855717808
1520525806758448746,-0.0745777789,-0.2020530487,0.5916438808,0.9723592053,0.1665374227,-0.1401135139,0.0845639756
1520525806766782746,-0.0750676089,-0.2018261390,0.5918176090,0.9729669388,0.1650894534,-0.1383301273,0.0833401716
1520525806775115746,-0.0754973626,-0.2014837855,0.5919669243,0.9734701063,0.1638655443,-0.1370379079,0.0820039476
1520525806783448746,-0.0758422507,-0.2012538044,0.5922142535,0.9740060672,0.1623731310,-0.1354550514,0.0812347001
1520525806791782746,-0.0763354930,-0.2008926373,0.5924034856,0.9745452856,0.1610399539,-0.1341368248,0.0795922843
1520525806800115746,-0.0772030005,-0.2006653830,0.5923996210,0.9751341004,0.1599853550,-0.1323264757,0.0775104913
1520525806808448746,-0.0775727375,-0.2004212725,0.5926908745,0.9756547907,0.1584757056,-0.1310280520,0.0762550303
1520525806816781746,-0.0780475461,-0.2002098050,0.5928669344,0.9761306623,0.1573326708,-0.1296030174,0.0749561123
1520525806825115746,-0.0786005068,-0.1998624896,0.5930452241,0.9765987786,0.1563092313,-0.1283082562,0.0732068384
1520525806833448746,-0.0790351980,-0.1997544517,0.5932689950,0.9770886587,0.1547371542,-0.1272838085,0.0717843869
1520525806841781746,-0.0797022526,-0.1993991949,0.5934142282,0.9775104365,0.1540268212,-0.1260686195,0.0696834849
1520525806850115746,-0.0800495909,-0.1991197875,0.5937414024,0.9779419530,0.1527744946,-0.1250526944,0.0682005426
1520525806858448746,-0.0807607241,-0.1989880716,0.5937671227,0.9783894441,0.1517531678,-0.1236841078,0.0665380578
1520525806866781746,-0.0812517165,-0.1988299808,0.5939462675,0.9787804325,0.1507374457,-0.1225990990,0.0650887733
1520525806875115746,-0.0819620633,-0.1985575483,0.5940173558,0.9791420362,0.1502986367,-0.1212913216,0.0630841354
